File updated: 01/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,
Inpatient/Outpatient,CHARGE_CODE,CHARGE_DESC,MEDICATION_NAME,ERX_ID,NDC_CODE,CPT_CODE,GROSS_CHARGES,MIN,MAX,Aetna_HMO,Aetna_PPO,Blue_Cross_HMO_PPO,Blue_Cross_SR_HMO,Blue_Shield_HMO_PPO,Blue_Shield_Sr_HMO,Cigna_PPO,Healthnet_HMO,Healthnet_PPO,Kaiser,Kaiser_SR_MMC,Multiplan,UHC_HMO,UHC_PPO,UHC_SR_HMO/PPO,Uninsured rate for patients that do not qualify for financial assistance*
CSMC IP,03900011,HB ANTIBODY I.D. GEL,,,,86870,1035,59,412,265,389,267,59,265,95,357,348,348,332,337,412,310,342,93,No standard uninsured rate
CSMC IP,03900012,HB ANTIBODY I.D. PEG,,,,86870,1035,59,412,246,377,302,59,236,95,357,330,356,353,302,412,364,336,93,No standard uninsured rate
CSMC IP,03900013,HB CORD BLOOD SCREEN,,,,86880,692,51,385,160,183,177,51,166,73,385,239,232,286,178,203,260,294,56,No standard uninsured rate
CSMC IP,03900014,HB DAT C3D,,,,86880,135,10,47,33,46,34,10,28,15,47,46,47,44,35,45,36,39,11,No standard uninsured rate
CSMC IP,03900016,HB DAT C3,,,,86880,119,9,41,29,41,35,9,23,13,41,41,41,39,31,39,32,22,10,No standard uninsured rate
CSMC IP,03900017,HB DAT (COOMBS) IGG,,,,86880,104,8,37,27,30,31,8,28,11,36,36,37,34,27,35,28,22,9,No standard uninsured rate
CSMC IP,03900020,HB PATIENT ABO TYPE,,,,86900,868,48,436,286,300,223,48,212,77,436,298,300,300,243,248,280,289,67,No standard uninsured rate
CSMC IP,03900021,HB ALLO BM/PBSC DONOR ABO *,,,,86900,868,50,382,207,382,253,50,198,80,299,300,299,296,253,346,306,282,78,No standard uninsured rate
CSMC IP,03900022,HB ALLO BM/PBSC DONOR RH (D),,,,86901,146,9,65,35,65,43,9,34,14,51,51,51,50,43,59,52,48,13,No standard uninsured rate
CSMC IP,03900023,HB PATIENT RH TYPE,,,,86901,464,26,233,153,161,119,26,113,41,233,160,161,160,130,133,150,155,36,No standard uninsured rate
CSMC IP,03900028,HB RBC PHENO PT/BLD GRP AG,,,,86905,1035,59,412,246,397,250,59,194,95,357,357,356,353,302,412,364,286,93,No standard uninsured rate
CSMC IP,03900034,HB PLASMA THAW FFP,,,,86927,772,56,312,312,311,174,56,122,82,266,263,266,264,222,253,203,267,62,No standard uninsured rate
CSMC IP,03900035,HB HLA LYMPHOCYTE PREP,,,,86930,1035,75,455,195,455,383,75,235,109,357,353,357,329,339,340,273,310,84,No standard uninsured rate
CSMC IP,03900036,HB HEMOL/AGGLUTININ INCUBA,,,,86941,585,43,202,142,198,145,43,121,62,202,200,202,187,150,192,154,169,47,No standard uninsured rate
CSMC IP,03900037,"HB DONATH LANDSTEINER, BLOOD",,,,86941,678,50,234,164,229,168,50,132,72,234,231,234,217,174,223,179,196,55,No standard uninsured rate
CSMC IP,03900039,HB PRETREAT RBC'S ENZM EA,,,,86971,1035,75,357,250,349,257,75,214,109,357,353,357,331,266,340,273,299,84,No standard uninsured rate
CSMC IP,03900045,HB PT. SERA DIFF ABSORPTION,,,,86978,518,38,179,125,175,129,38,108,55,179,177,179,166,133,170,137,150,42,No standard uninsured rate
CSMC IP,03900053,HB PROCESS CRYOPRECIPITATE,,,,P9012,117,9,54,29,54,15,9,25,13,41,40,41,44,35,39,31,41,10,No standard uninsured rate
CSMC IP,03900058,HB PROCESS PACKED RBC-OS,,,,P9038,847,62,292,205,286,210,62,175,89,292,289,292,271,218,278,223,245,68,No standard uninsured rate
CSMC IP,03900062,HB PROCESS PCK RBC WASHED,,,,P9022,2207,160,957,533,745,957,160,505,232,760,752,761,706,566,724,581,636,178,No standard uninsured rate
CSMC IP,03900064,HB PROCESS PLATELETPHERESIS,,,,P9036,1616,118,557,390,545,401,118,334,170,556,551,557,517,415,530,425,466,130,No standard uninsured rate
CSMC IP,03900066,HB PROCESS PLT PHERS LEUKO RED-OS,,,,P9037,2346,160,910,566,910,746,160,625,247,808,800,811,762,646,769,613,617,189,No standard uninsured rate
CSMC IP,03900068,HB PROCESS PCK RBC DEGLYCEROLIZE-OS,,,,P9057,3128,227,1078,755,1055,775,227,647,329,1077,1066,1078,1000,802,1025,823,902,251,No standard uninsured rate
CSMC IP,03900071,HB PROCESS PLASMA FFP,,,,P9059,367,27,294,89,148,86,27,100,39,127,121,129,119,108,294,97,102,30,No standard uninsured rate
CSMC IP,03900073,HB PROCESS GRANULOCYTE PHER,,,,P9050,1933,141,666,466,652,479,141,400,203,665,659,666,618,496,634,509,557,156,No standard uninsured rate
CSMC IP,03900074,"HB PROCESS PLASMA, FRZ BET 8-24HR",,,,P9059,367,27,149,149,136,85,27,90,39,127,126,127,119,108,121,126,90,30,No standard uninsured rate
CSMC IP,03900075,HB TRANSFUSION REACT WORKUP,,,,86078,772,56,340,340,296,253,56,202,82,266,263,267,247,198,253,203,223,62,No standard uninsured rate
CSMC IP,03900081,HB PRE SC UNIT PT,,,,86904,137,10,48,34,47,34,10,29,15,48,47,48,44,36,45,37,40,11,No standard uninsured rate
CSMC IP,03900084,HB RH PHENOTYPE,,,,86906,189,11,76,45,60,50,11,47,18,66,66,64,65,56,76,67,66,17,No standard uninsured rate
CSMC IP,03900090,HB PROCESS POOLING CRYO,,,,86965,772,56,289,187,261,192,56,274,82,266,263,266,289,198,253,203,223,62,No standard uninsured rate
CSMC IP,03900092,HB PRETREAT RBC'S/DRUGS - ARC,,,,86975,598,44,207,145,202,175,44,124,63,206,204,207,192,154,196,158,173,48,No standard uninsured rate
CSMC IP,03900094,HB ANTIBODY RBC TITRE,,,,86886,772,44,308,184,281,225,44,159,71,266,267,266,248,254,308,272,251,69,No standard uninsured rate
CSMC IP,03900108,HB PROCESS PCK RBC WASHED*,,,,P9022,2203,160,948,532,743,948,160,456,232,758,751,759,704,565,722,580,635,177,No standard uninsured rate
CSMC IP,03900109,HB PROCESS PLASMA FFP-OS,,,,P9059,367,27,130,89,130,86,27,75,39,127,125,127,120,115,121,126,121,30,No standard uninsured rate
CSMC IP,03900110,HB PROCESS CRYOPRECIPITATE*,,,,P9012,117,9,48,48,46,37,9,39,13,41,39,41,38,36,39,41,32,10,No standard uninsured rate
CSMC IP,03900111,HB PROCESS PLT PHERESIS LEUKO RED*,,,,P9037,2346,160,1019,566,1019,691,160,703,247,808,800,811,759,602,769,804,765,189,No standard uninsured rate
CSMC IP,03900112,HB PROCESS PACKED RBC*,,,,P9038,847,62,292,205,286,125,62,204,89,292,289,292,271,218,278,223,245,68,No standard uninsured rate
CSMC IP,03900114,HB PROCESS PCK RBC LEUKOREDUCED-OS,,,,P9040,993,62,563,374,389,268,86,245,62,485,343,344,333,277,563,312,328,80,No standard uninsured rate
CSMC IP,03900115,HB PROCESS PCK RBC LEUKOREDUCED*,,,,P9040,993,47,475,362,397,264,47,250,62,475,339,333,318,291,98,318,331,76,No standard uninsured rate
CSMC IP,03900119,"HB PLATELETS, PHERESIS, PATHOGEN REDUCED EACH UNIT",,,,P9073,2349,160,1880,935,964,692,160,649,247,809,801,814,772,637,1880,645,758,189,No standard uninsured rate
CSMC IP,03910001,"HB TRANSFUSION, BLOOD COMPLEX",,,,36430,5707,414,2685,1376,2685,1119,414,1065,600,1964,1878,1967,2214,1260,1870,1501,1281,458,No standard uninsured rate
CSMC IP,03910002,"HB TRANSFUSION, BLOOD INTERM",,,,36430,4814,349,1659,1161,1476,955,349,1060,506,1657,1640,1659,1538,1234,1578,477,659,387,No standard uninsured rate
CSMC IP,03910003,"HB TRANSFUSION, BLOOD COMPONENT",,,,36430,3028,220,1044,730,1021,751,220,626,318,1042,1032,1044,968,776,993,797,873,243,No standard uninsured rate
CSMC IP,03910004,"HB TRANSFUSION, BLOOD SIMPLE",,,,36430,4343,208,1688,810,1295,1101,208,933,457,1494,1521,1500,1688,1002,1423,1587,1504,349,No standard uninsured rate
CSMC IP,04010004,HB MAMMO DIAG DIGITAL BILAT INCL CAD,,,,77066,1485,71,573,395,573,375,71,267,138,511,483,503,520,390,431,398,475,192,No standard uninsured rate
CSMC IP,04010005,HB MAMMO DIAG DIGITAL UNILAT INCL CAD,,,,77065,1160,19,406,309,390,293,19,229,108,400,377,393,406,305,337,311,371,150,No standard uninsured rate
CSMC IP,04010006,HB MAMMO TOMOSYNTHESIS UNILAT,,,,77061,986,47,345,263,332,249,47,226,92,340,321,334,345,259,287,264,315,128,No standard uninsured rate
CSMC IP,04010007,HB MAMMO TOMOSYNTHESIS BILAT,,,,77062,1300,62,455,346,437,328,62,298,121,448,423,440,455,341,378,348,416,168,No standard uninsured rate
CSMC IP,04020001,HB US DRAINAGE S&I,,,,75989,4878,233,1706,1297,1639,1324,233,1146,452,1679,1586,1651,1706,1280,1416,1305,1558,630,No standard uninsured rate
CSMC IP,04020002,HB US HEAD/NECK SOFT TISSUE,,,,76536,3205,153,1533,852,1077,1008,153,732,297,1533,1122,1122,1026,841,930,1430,1293,414,No standard uninsured rate
CSMC IP,04020005,HB US RETROPERITONEUM LIMITED,,,,76775,2040,98,714,543,686,670,98,467,189,702,663,691,714,535,592,546,652,264,No standard uninsured rate
CSMC IP,04020006,HB US TRANSPLANTED KIDNEY,,,,76776,3205,153,1300,852,1290,1184,153,1300,297,1103,1042,1085,1121,1130,930,858,1024,414,No standard uninsured rate
CSMC IP,04020007,HB CHD RISK IMT STUDY,,,,93998,393,19,138,105,132,100,19,90,37,136,128,133,138,104,115,106,126,51,No standard uninsured rate
CSMC IP,04020008,HB AMNIOCENTESIS,,,,59000,2415,175,832,583,815,599,175,499,254,831,823,832,772,619,792,636,696,194,No standard uninsured rate
CSMC IP,04020009,HB U/S OB W/ DETAIL FETAL EXAM,,,,76811,3782,181,1323,1006,1271,769,181,1308,350,1302,1229,1280,1323,992,1098,1012,1208,488,No standard uninsured rate
CSMC IP,04020010,HB US BRAIN W DOPPLER,,,,76506,2040,98,957,543,957,569,98,604,189,596,663,691,714,535,592,474,734,264,No standard uninsured rate
CSMC IP,04020011,"HB U/S OB, ADDL GESTATION",,,,76812,3035,145,1062,807,1020,766,145,694,281,1045,987,1027,1062,796,881,812,970,392,No standard uninsured rate
CSMC IP,04020012,"HB OB U/S NUCHAL MEAS, 1 GEST",,,,76813,1569,75,549,418,527,396,75,359,146,540,510,531,549,412,456,420,502,203,No standard uninsured rate
CSMC IP,04020013,"HB U/S OB NUCHAL, ADDL GESTATION",,,,76814,638,31,224,170,215,161,31,146,60,220,208,216,224,168,186,171,204,83,No standard uninsured rate
CSMC IP,04020014,HB US CHEST,,,,76604,3205,153,1294,852,1077,1294,153,816,297,1103,1042,1085,1026,841,930,1099,1024,414,No standard uninsured rate
CSMC IP,04020020,HB US ABDOMEN COMPLETE,,,,76700,3788,63,1811,1009,1169,1045,63,873,351,1811,1296,1207,1202,1105,1099,1091,1261,489,No standard uninsured rate
CSMC IP,04020021,HB US OB FU/EVAL PER FETUS,,,,76816,1486,71,600,395,500,587,71,600,138,512,483,521,520,390,432,398,365,192,No standard uninsured rate
CSMC IP,04020022,HB US ABDOMEN LIMITED,,,,76705,3205,217,1533,912,1017,888,217,730,461,1533,1122,1085,1074,777,930,944,1083,414,No standard uninsured rate
CSMC IP,04020023,HB US RETROPERITONEUM COMPLETE,,,,76770,3205,226,1406,616,1137,949,226,852,253,1103,1122,970,1058,820,930,1113,1406,414,No standard uninsured rate
CSMC IP,04020025,HB FETAL BIOPH PROFILE W/O NST,,,,76819,3205,153,1122,852,1077,832,153,572,297,1103,1042,1122,1121,841,930,858,1024,414,No standard uninsured rate
CSMC IP,04020026,HB US SPINAL CANAL,,,,76800,1486,71,932,395,932,325,71,344,138,512,483,503,520,390,432,408,751,192,No standard uninsured rate
CSMC IP,04020027,HB US OB < 14 WKS SINGLE FETUS,,,,76801,2040,98,714,543,611,670,98,412,189,702,663,691,714,535,592,546,454,264,No standard uninsured rate
CSMC IP,04020028,"HB OB US < 14 WKS, ADD'L FETUS",,,,76802,609,30,213,162,205,154,30,140,57,210,198,207,213,160,177,163,195,79,No standard uninsured rate
CSMC IP,04020029,HB ULTRASOUND OB >14 WEEKS,,,,76805,3058,146,1509,813,1028,1509,146,660,283,1052,994,1035,1070,802,888,818,977,395,No standard uninsured rate
CSMC IP,04020030,HB US OB > 14 WKS ADD'L GEST,,,,76810,1439,69,504,383,484,364,69,329,134,496,468,487,504,378,418,385,460,186,No standard uninsured rate
CSMC IP,04020031,HB US PELVIS TRANSVAGINAL,,,,76830,2040,98,715,543,328,435,98,395,189,702,715,691,714,535,592,202,297,264,No standard uninsured rate
CSMC IP,04020033,HB US PELVIS NON-OB COM,,,,76856,3205,153,1121,852,1077,809,153,675,297,1103,1042,1085,1121,841,930,858,1024,414,No standard uninsured rate
CSMC IP,04020034,HB US PELVIS LIMITED,,,,76857,1486,71,520,395,500,375,71,340,138,512,483,503,520,390,432,398,475,192,No standard uninsured rate
CSMC IP,04020035,HB US PREG UTERUS LMTD,,,,76815,2040,98,958,543,686,716,98,732,189,958,715,642,792,535,592,439,676,264,No standard uninsured rate
CSMC IP,04020037,HB US PELVIS TRANSABDOMEN COM,,,,76856,3205,153,1570,852,515,708,153,625,297,1103,1122,1085,1121,841,930,318,1570,414,No standard uninsured rate
CSMC IP,04020039,HB U/S GUID VASCULAR ACCESS,,,,76937,2086,100,730,555,701,527,100,477,193,718,678,706,730,548,606,558,667,270,No standard uninsured rate
CSMC IP,04020040,HB US GUIDE IUT/CORDOCENTESIS,,,,76941,1105,53,387,294,372,279,53,253,103,381,360,374,387,290,321,296,353,143,No standard uninsured rate
CSMC IP,04020041,HB US PLACEMENT NEEDLE S&I,,,,76942,3519,168,1330,1281,1073,1250,168,892,326,1211,1010,1191,1280,922,1021,1206,1330,454,No standard uninsured rate
CSMC IP,04020042,HB UMBILICAL ARTERY DOPPLER,,,,76820,1143,55,401,304,384,331,55,299,106,394,372,401,400,300,332,306,335,148,No standard uninsured rate
CSMC IP,04020043,HB FETAL MID CEREBRAL ARTERY DPLR,,,,76821,1143,55,465,304,384,465,55,258,106,394,372,401,400,300,332,306,366,148,No standard uninsured rate
CSMC IP,04020044,HB FETAL ECHO COMPLETE,,,,76825,2313,168,963,558,780,963,168,521,243,796,788,810,739,593,758,609,667,186,No standard uninsured rate
CSMC IP,04020045,HB FETAL ECHO FOLLOW UP,,,,76826,1446,105,499,349,488,359,105,322,152,498,493,499,462,371,474,381,417,116,No standard uninsured rate
CSMC IP,04020046,HB FETAL ECHO COMPLETE DOPPLER,,,,76827,1143,83,476,276,386,476,83,258,121,394,390,401,366,293,375,301,330,92,No standard uninsured rate
CSMC IP,04020047,HB FETAL ECHO FOLLOW UP DOPPLER,,,,76828,1143,83,394,276,386,284,83,254,121,394,390,394,366,293,375,301,330,92,No standard uninsured rate
CSMC IP,04020050,HB US PELVIS HYSTEROSONOGRAM,,,,76831,3782,181,1323,1006,1271,955,181,865,350,1302,1229,1280,1323,992,1098,1012,1208,488,No standard uninsured rate
CSMC IP,04020055,HB US EXAM PELVIC/FOLLICLE LIMITED,,,,76857,1756,84,614,467,590,461,84,376,163,605,571,595,614,425,510,376,275,227,No standard uninsured rate
CSMC IP,04020056,HB US SCROTUM & TESTICLE(S),,,,76870,3205,153,1332,852,1332,826,153,814,297,1103,1122,1085,1244,841,930,858,1094,414,No standard uninsured rate
CSMC IP,04020057,HB US TRANSRECTAL,,,,76872,3205,153,1121,852,1077,809,153,733,297,1103,1042,1085,1121,751,930,858,1024,414,No standard uninsured rate
CSMC IP,04020058,HB US COMPLETE JOINT,,,,76881,3205,153,1121,852,1077,809,153,733,297,1103,1042,1085,1121,841,930,858,1024,414,No standard uninsured rate
CSMC IP,04020059,HB U/S GUID PSEUDOANEURYSM REPR,,,,76936,3205,153,1121,852,1077,809,153,733,297,1103,1042,1085,1121,841,930,858,1024,414,No standard uninsured rate
CSMC IP,04020061,HB VASCULAR ACCESS GUIDANCE,,,,76937,2086,96,1669,918,982,656,216,740,96,718,717,706,712,676,1669,1538,881,123,No standard uninsured rate
CSMC IP,04020062,HB US GUIDE FOR AMNIOCENTESIS,,,,76946,1327,64,464,353,446,335,64,304,123,457,432,450,464,349,385,355,424,172,No standard uninsured rate
CSMC IP,04020063,HB US INTRAOPERATIVE GUIDANCE,,,,76998,2008,96,774,534,675,321,96,676,186,691,653,680,774,527,583,717,642,259,No standard uninsured rate
CSMC IP,04020064,HB US UL PROC,,,,76999,1486,71,520,395,500,375,71,340,138,512,483,503,520,390,432,398,475,192,No standard uninsured rate
CSMC IP,04020066,HB VAS SCREENING ABDOMEN,,,,76706,1486,71,520,395,500,375,71,340,138,512,483,503,520,390,432,398,475,192,No standard uninsured rate
CSMC IP,04020067,HB US GUIDANCE FOR ABLATION,,,,76940,1913,92,669,509,643,483,92,438,177,659,622,648,669,502,555,512,611,247,No standard uninsured rate
CSMC IP,04020069,HB US PELVIS OB TRANSVAGINAL,,,,76817,2040,98,907,543,580,883,98,907,189,702,663,691,714,535,592,546,571,264,No standard uninsured rate
CSMC IP,04020070,HB PRENATAL CVS GUIDANCE,,,,76945,806,39,282,215,271,204,39,185,75,278,262,273,282,212,234,216,258,104,No standard uninsured rate
CSMC IP,04020074,HB FETAL BIOPHYS PROF W NONSTRESS,,,,76818,2914,139,1024,775,979,1024,139,667,270,1003,947,986,1019,765,846,780,931,376,No standard uninsured rate
CSMC IP,04020079,HB US LTD JOINT/NON-VASC EXT,,,,76882,1486,71,645,395,645,395,71,472,138,512,483,503,476,390,432,398,433,192,No standard uninsured rate
CSMC IP,04020085,HB US INFANT HIPS; LIMITED/STATIC,,,,76886,1486,71,647,395,500,436,71,456,138,512,483,503,520,390,432,398,647,192,No standard uninsured rate
CSMC IP,04020087,HB US EXAM CHEST,,,,76604,3205,128,1532,852,1423,926,128,786,200,1532,1042,1122,1142,860,930,920,1050,414,No standard uninsured rate
CSMC IP,04020088,HB US BREAST COMPLETE UNILATERAL,,,,76641,2040,98,702,456,616,515,98,622,189,702,663,691,653,535,592,546,652,264,No standard uninsured rate
CSMC IP,04020089,HB US BREAST LIMITED UNILATERAL,,,,76642,1486,71,574,395,574,480,71,320,138,512,521,503,520,390,432,398,547,192,No standard uninsured rate
CSMC IP,04020091,HB OPHTH US B & QUANT A,,,,76510,868,42,304,231,292,219,42,199,81,299,283,294,304,228,252,233,278,112,No standard uninsured rate
CSMC IP,04020092,HB DX OPHTHAL B-SCAN US,,,,76512,941,45,329,251,317,238,45,216,88,324,306,319,329,247,273,252,301,122,No standard uninsured rate
CSMC IP,04020093,HB CORNEAL US,,,,76514,393,19,138,105,132,100,19,90,37,136,128,133,138,104,115,106,126,51,No standard uninsured rate
CSMC IP,04020094,HB A-SCAN EYE US W IOL MEASR,,,,76519,941,45,329,251,317,238,45,216,88,324,306,319,329,247,273,252,301,122,No standard uninsured rate
CSMC IP,04020095,HB US TRGT DYN MBUBB 1ST LES,,,,76978,8449,403,2954,2246,2838,2132,403,1932,782,2907,2746,2859,2954,2216,2451,2260,2699,1090,No standard uninsured rate
CSMC IP,04020096,HB US TRGT DYN MBUBB EA ADDL,,,,76979,3487,167,1220,927,1172,880,167,798,323,1200,1134,1180,1220,915,1012,933,1114,450,No standard uninsured rate
CSMC IP,04020097,HB US PARENCHYMA,,,,76981,7002,334,2448,1861,2352,1767,334,1601,648,2409,2276,2370,2448,1837,2032,1873,2237,903,No standard uninsured rate
CSMC IP,04020098,HB US 1ST TARGET LESION,,,,76982,7002,334,2448,1861,2352,1767,334,1601,648,2409,2276,2370,2448,1837,2032,1873,2237,903,No standard uninsured rate
CSMC IP,04020099,HB US EA ADDL TARGET LESION,,,,76983,1616,78,565,430,543,408,78,370,150,556,526,547,565,424,469,433,517,209,No standard uninsured rate
CSMC IP,04030002,HB MAMMO SCREENING BILATERAL INCL CAD,,,,77067,1349,65,472,359,454,341,65,197,125,465,439,457,472,354,392,361,431,174,No standard uninsured rate
CSMC IP,04030005,HB MAMMO TOMOSYNTHESIS SCREEN BILAT,,,,77063,708,34,248,189,238,179,34,162,66,244,231,240,248,186,206,190,227,92,No standard uninsured rate
CSMC IP,04030006,HB MAMMO SCREENING UNILATERAL INCL CAD,,,,77067,1227,59,429,327,413,310,59,281,114,423,399,416,429,322,356,329,392,159,No standard uninsured rate
CSMC IP,04040001,HB NM PET CARDIAC METABOLIC,,,,78459,10596,505,3705,2817,3559,2673,505,2423,981,3646,3444,3586,3705,2779,3074,2835,3384,1367,No standard uninsured rate
CSMC IP,04040002,HB NM PET CARDIAC PERF SINGLE,,,,78491,14931,712,5220,3969,5015,3767,712,3414,1382,5137,4852,5053,5220,3916,4332,3994,4769,1926,No standard uninsured rate
CSMC IP,04040003,HB NM PET CARDIAC PERF MULT,,,,78492,36549,1742,12778,9715,12275,9220,1742,8356,3382,12573,11877,12367,12778,9586,10603,9777,11672,4714,No standard uninsured rate
CSMC IP,04040004,HB NM PET BRAIN METABOLIC EVAL,,,,78608,18449,880,6450,4904,6196,4654,880,4218,1707,6347,5995,6243,6450,4839,5352,4935,5892,2380,No standard uninsured rate
CSMC IP,04040005,HB NM PET LIMITED AREA,,,,78811,10596,505,3705,2817,3559,2673,505,2423,981,3646,3444,3586,3705,2779,3074,2835,3384,1367,No standard uninsured rate
CSMC IP,04040006,HB NM PET SKULL-THIGH,,,,78812,13291,634,4647,3533,4464,3353,634,3039,1230,4573,4319,4498,4647,3486,3856,3556,4245,1714,No standard uninsured rate
CSMC IP,04040007,HB NM PET/CT LIMITED AREA,,,,78814,20464,976,7155,5439,6873,5163,976,4679,1894,7040,6650,6925,7155,6657,5937,5474,6535,2639,No standard uninsured rate
CSMC IP,04040008,HB NM PET/CT SKULL-THIGH,,,,78815,20437,974,9587,5432,9587,5195,974,5340,1891,7031,6641,6916,7145,5360,5929,5467,7002,2636,No standard uninsured rate
CSMC IP,04040009,HB NM PET/CT WHOLE BODY,,,,78816,17113,816,5983,4549,5748,4317,816,3913,1584,5887,5561,5791,5983,4488,4965,4578,5465,2207,No standard uninsured rate
CSMC IP,04040010,HB NM PET WHOLE BODY,,,,78813,15395,734,5382,4092,5171,3884,734,3520,1425,5296,5003,5210,5382,4038,4466,4118,4917,1986,No standard uninsured rate
CSMC IP,04040012,HB PET CARDIAC META SNGL CNCRNT CT,,,,78429,20437,974,7145,5432,6864,5156,974,4673,1891,7031,6641,6916,7145,5360,5929,5467,6527,2636,No standard uninsured rate
CSMC IP,04040013,HB PET CARDIAC PERF SNGL CNCRNT CT,,,,78430,20437,974,7145,5432,6864,6116,974,6274,1891,7031,6641,6916,7145,5360,5929,5467,6527,2636,No standard uninsured rate
CSMC IP,04040014,HB PET CARDIAC PERF MULT CNCRNT CT,,,,78431,10596,505,4319,2817,3559,2748,505,2032,981,3646,3709,3586,4319,2526,3074,2835,3648,1367,No standard uninsured rate
CSMC IP,04040015,HB PET CARDIAC PERF/META DUAL RADTRCR,,,,78432,10596,505,3705,2817,3559,2673,505,2423,981,3646,3444,3586,3705,2779,3074,2835,3384,1367,No standard uninsured rate
CSMC IP,04040016,HB PET CARD PERF/META DUAL RAD CNCRNT CT,,,,78433,10596,505,3719,2817,3559,2488,505,3719,981,3646,3444,3586,3705,2362,3074,2835,3384,1367,No standard uninsured rate
CSMC IP,04040017,HB PET AQMBF REST AND PHARM STRESS,,,,78434,11386,543,4641,3027,3824,2953,543,2184,1054,3917,3986,3853,4641,2715,3303,3046,3920,1469,No standard uninsured rate
CSMC IP,04100009,"HB AEROSOL INHAL, HHN TRT,SUBS",,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100012,HB PC IPPB TRT SUBSEQUENT,,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100013,HB PC PENTAMIDINE TREATMENT,,,,94642,1316,96,454,318,444,326,96,272,139,453,449,454,421,338,432,347,380,106,No standard uninsured rate
CSMC IP,04100014,"HB AEROSOL INHAL, PENTAMIDINE",,,,94642,1316,96,454,318,444,326,96,272,139,453,449,454,421,338,432,347,380,106,No standard uninsured rate
CSMC IP,04100015,HB PENTAMIDINE TREATMENT ADDL 10*,,,,94642,1316,96,454,318,444,326,96,272,139,453,449,454,421,338,432,347,380,106,No standard uninsured rate
CSMC IP,04100016,HB PC AEROSOL TREATMENT INIT HR,,,,94644,868,63,415,324,288,275,63,250,92,415,296,301,287,279,85,229,293,70,No standard uninsured rate
CSMC IP,04100017,HB PC AEROSOL TRMNT EA ADDL HOUR,,,,94645,377,28,181,148,147,135,28,114,40,181,129,131,126,121,37,100,126,31,No standard uninsured rate
CSMC IP,04100026,HB SURFACTANT TREATMENT-NICU,,,,94664,993,72,466,240,466,311,72,300,105,342,339,348,318,255,326,341,341,80,No standard uninsured rate
CSMC IP,04100027,HB PC SPUTUM INDUCTION,,,,94640,519,38,271,126,241,135,38,127,55,249,177,182,174,150,51,271,178,41,No standard uninsured rate
CSMC IP,04100029,"HB AEROSOL INHAL, INITIAL HHN",,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100030,HB PAG-HEART NEB INITIAL,,,,94644,868,63,305,210,293,291,63,219,92,299,296,300,305,242,285,229,298,70,No standard uninsured rate
CSMC IP,04100031,HB BRONCHODILATOR ADMIN,,,,94640,519,38,179,126,175,100,38,173,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100033,HB PC HEATED AERO. TRT.,,,,94640,519,38,249,126,175,144,38,101,55,249,177,180,165,168,171,137,150,42,No standard uninsured rate
CSMC IP,04100034,HB BRONCHODILATOR ADMINISTATION,,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100036,HB PC MDI INITIAL,,,,94640,519,38,203,126,98,135,38,140,55,179,180,179,166,133,171,137,203,42,No standard uninsured rate
CSMC IP,04100037,HB PC INITIAL IPPB TRT,,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100038,HB PC INITIAL HAND NEBULIZER TRT,,,,94640,519,17,249,188,179,139,17,128,74,249,181,182,189,139,234,182,209,93,No standard uninsured rate
CSMC IP,04100039,HB PC O/P SPUTUM INDUCT,,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100041,HB PC INITIAL CHEST PHYSIOTHERAP,,,,94667,868,63,398,352,398,217,63,249,92,299,305,300,286,213,285,307,365,70,No standard uninsured rate
CSMC IP,04100042,HB PC POST.DRAINAGE TRT,,,,94667,868,63,813,210,293,258,63,180,92,299,296,300,278,205,285,229,813,70,No standard uninsured rate
CSMC IP,04100044,HB PC CHEST PHYSIO THER SUBS,,,,94668,868,63,405,296,405,243,63,239,92,299,305,300,304,207,285,229,320,70,No standard uninsured rate
CSMC IP,04100045,HB PR THER PROCEDURE 15 MIN,,,,94799,2651,193,914,640,894,657,193,548,279,912,904,914,847,680,869,698,764,213,No standard uninsured rate
CSMC IP,04100046,HB PR SELF CARE/HOME MGT,,,,G0238,393,29,136,95,133,98,29,82,42,136,134,136,126,101,129,104,114,32,No standard uninsured rate
CSMC IP,04100047,HB PULMONARY INSTRUCTIONS,,,,G0238,393,29,136,95,133,98,29,82,42,136,134,136,126,101,129,104,114,32,No standard uninsured rate
CSMC IP,04100049,HB PR THER GROUP 2 OR,,,,G0239,1204,88,415,291,406,299,88,249,127,415,411,415,385,309,395,317,347,97,No standard uninsured rate
