Code,Description,Charge Amount,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
4470409045,STERILE SUPPLIES,"$2,544.82",,,,,,,
4470490467,STERILE SUPPLIES,$158.00,,,,,,,
4470412773,STERILE SUPPLIES,$66.99,,,,,,,
4470410082,STERILE SUPPLIES,$59.87,,,,,,,
4470490332,STERILE SUPPLIES,$117.05,,,,,,,
4470407162,STERILE SUPPLIES,$217.15,,,,,,,
4470012848,STERILE SUPPLIES,$466.09,,,,,,,
4470490313,STERILE SUPPLIES,$124.67,,,,,,,
4470412824,STERILE SUPPLIES,$511.24,,,,,,,
4470422798,STERILE SUPPLIES,"$2,006.29",,,,,,,
4470404927,STERILE SUPPLIES,"$1,081.92",,,,,,,
4470411527,STERILE SUPPLIES,$68.00,,,,,,,
4470402873,STERILE SUPPLIES,"$2,895.33",,,,,,,
4470408099,STERILE SUPPLIES,$24.32,,,,,,,
4470407317,STERILE SUPPLIES,$40.21,,,,,,,
4470412715,STERILE SUPPLIES,"$3,028.20",,,,,,,
4470023701,STERILE SUPPLIES,"$3,714.70",,,,,,,
4470410124,STERILE SUPPLIES,$72.06,,,,,,,
4470401289,STERILE SUPPLIES,$108.04,,,,,,,
4470412348,STERILE SUPPLIES,$487.63,,,,,,,
4470401773,STERILE SUPPLIES,$20.03,,,,,,,
4470405718,STERILE SUPPLIES,$71.90,,,,,,,
4470402991,STERILE SUPPLIES,$609.54,,,,,,,
4470412396,STERILE SUPPLIES,$165.17,,,,,,,
4470405780,STERILE SUPPLIES,$31.53,,,,,,,
4470410664,STERILE SUPPLIES,"$2,270.54",,,,,,,
4470412523,STERILE SUPPLIES,"$15,964.26",,,,,,,
4470018612,STERILE SUPPLIES,"$2,689.73",,,,,,,
4470490525,STERILE SUPPLIES,$438.00,,,,,,,
4470403912,STERILE SUPPLIES,"$3,032.48",,,,,,,
4470426438,STERILE SUPPLIES,"$10,769.00",,,,,,,
4470402596,STERILE SUPPLIES,$487.16,,,,,,,
4470412989,STERILE SUPPLIES,$226.22,,,,,,,
4470403038,STERILE SUPPLIES,"$17,656.12",,,,,,,
4470404688,STERILE SUPPLIES,"$1,139.84",,,,,,,
4470412743,STERILE SUPPLIES,$45.19,,,,,,,
4470490446,STERILE SUPPLIES,"$2,190.00",,,,,,,
4470405284,STERILE SUPPLIES,$49.84,,,,,,,
4470407159,STERILE SUPPLIES,$928.02,,,,,,,
4470410373,STERILE SUPPLIES,$332.79,,,,,,,
4470402330,STERILE SUPPLIES,"$3,043.13",,,,,,,
4470404841,STERILE SUPPLIES,"$2,102.91",,,,,,,
4470403071,STERILE SUPPLIES,"$1,697.01",,,,,,,
4470405335,STERILE SUPPLIES,$15.40,,,,,,,
4470405200,STERILE SUPPLIES,$16.21,,,,,,,
4470401086,STERILE SUPPLIES,$149.96,,,,,,,
4470409105,STERILE SUPPLIES,$27.86,,,,,,,
4470405638,STERILE SUPPLIES,$208.75,,,,,,,
4470401023,STERILE SUPPLIES,$6.79,,,,,,,
4470401705,STERILE SUPPLIES,$10.72,,,,,,,
4470412350,STERILE SUPPLIES,"$1,981.01",,,,,,,
4470429495,STERILE SUPPLIES,"$1,921.92",,,,,,,
4470404113,STERILE SUPPLIES,"$1,985.57",,,,,,,
4470401110,STERILE SUPPLIES,$151.92,,,,,,,
4470405735,STERILE SUPPLIES,$25.89,,,,,,,
4470427740,STERILE SUPPLIES,"$2,024.00",,,,,,,
4470411457,STERILE SUPPLIES,$88.89,,,,,,,
4470405742,STERILE SUPPLIES,$22.99,,,,,,,
4470402873,STERILE SUPPLIES,"$2,895.33",,,,,,,
4470408229,STERILE SUPPLIES,$140.36,,,,,,,
4470490398,STERILE SUPPLIES,$436.00,,,,,,,
4470401062,STERILE SUPPLIES,$108.35,,,,,,,
4470408099,STERILE SUPPLIES,$24.32,,,,,,,
4470404293,STERILE SUPPLIES,$100.65,,,,,,,
4470405976,STERILE SUPPLIES,"$1,193.18",,,,,,,
4470412976,STERILE SUPPLIES,$219.98,,,,,,,
4470406012,STERILE SUPPLIES,$45.33,,,,,,,
4470404351,STERILE SUPPLIES,"$3,237.27",,,,,,,
4470403383,STERILE SUPPLIES,$952.40,,,,,,,
4470402699,STERILE SUPPLIES,$64.66,,,,,,,
4470040844,STERILE SUPPLIES,$77.56,,,,,,,
4470407128,STERILE SUPPLIES,$85.21,,,,,,,
4470411527,STERILE SUPPLIES,$68.00,,,,,,,
4470412217,STERILE SUPPLIES,"$3,790.60",,,,,,,
4470405719,STERILE SUPPLIES,$47.22,,,,,,,
4470407708,STERILE SUPPLIES,"$1,508.61",,,,,,,
4471411100,STERILE SUPPLIES,$108.00,,,,,,,
4470405533,STERILE SUPPLIES,$50.28,,,,,,,
4470009037,STERILE SUPPLIES,"$1,275.34",,,,,,,
4470426812,STERILE SUPPLIES,"$2,722.50",,,,,,,
4470401285,STERILE SUPPLIES,$102.09,,,,,,,
4470411771,STERILE SUPPLIES,$30.73,,,,,,,
4470402596,STERILE SUPPLIES,$487.16,,,,,,,
4470412978,STERILE SUPPLIES,$206.38,,,,,,,
4470412975,STERILE SUPPLIES,$219.98,,,,,,,
4470411543,STERILE SUPPLIES,"$2,123.88",,,,,,,
4470405707,STERILE SUPPLIES,$193.97,,,,,,,
4470490507,STERILE SUPPLIES,$380.00,,,,,,,
4470402266,STERILE SUPPLIES,$83.79,,,,,,,
4470412795,STERILE SUPPLIES,"$2,096.07",,,,,,,
4470411678,STERILE SUPPLIES,$87.15,,,,,,,
4470412523,STERILE SUPPLIES,"$15,964.26",,,,,,,
4470409073,STERILE SUPPLIES,$5.94,,,,,,,
4470403118,STERILE SUPPLIES,$198.09,,,,,,,
4470409078,STERILE SUPPLIES,$114.12,,,,,,,
4470401003,STERILE SUPPLIES,"$1,290.31",,,,,,,
4470490252,STERILE SUPPLIES,"$1,159.64",,,,,,,
4470405572,STERILE SUPPLIES,$231.61,,,,,,,
4470405335,STERILE SUPPLIES,$15.40,,,,,,,
4470408322,STERILE SUPPLIES,$304.76,,,,,,,
4470411305,STERILE SUPPLIES,$873.33,,,,,,,
4470412108,STERILE SUPPLIES,$569.91,,,,,,,
4470412549,STERILE SUPPLIES,$854.11,,,,,,,
4470426620,STERILE SUPPLIES,"$4,368.10",,,,,,,
4470401006,STERILE SUPPLIES,$210.27,,,,,,,
4470412349,STERILE SUPPLIES,$159.99,,,,,,,
4470490398,STERILE SUPPLIES,$436.00,,,,,,,
4470002563,STERILE SUPPLIES,"$8,415.55",,,,,,,
4470402422,STERILE SUPPLIES,$36.82,,,,,,,
4470490100,STERILE SUPPLIES,$653.27,,,,,,,
4470490055,STERILE SUPPLIES,$86.84,,,,,,,
4470404293,STERILE SUPPLIES,$100.65,,,,,,,
4470406012,STERILE SUPPLIES,$45.33,,,,,,,
4470404351,STERILE SUPPLIES,"$3,237.27",,,,,,,
4470014314,STERILE SUPPLIES,"$9,232.17",,,,,,,
4470425924,STERILE SUPPLIES,$736.40,,,,,,,
4470407443,STERILE SUPPLIES,$403.81,,,,,,,
4470401308,STERILE SUPPLIES,$125.54,,,,,,,
4470404841,STERILE SUPPLIES,"$2,102.91",,,,,,,
4470411211,STERILE SUPPLIES,$768.00,,,,,,,
4470412966,STERILE SUPPLIES,$56.69,,,,,,,
4470402642,STERILE SUPPLIES,$138.35,,,,,,,
4470490515,STERILE SUPPLIES,"$1,026.00",,,,,,,
4470020492,STERILE SUPPLIES,"$4,790.39",,,,,,,
4470416163,STERILE SUPPLIES,"$1,375.00",,,,,,,
4470404541,STERILE SUPPLIES,"$1,209.63",,,,,,,
4470401168,STERILE SUPPLIES,$26.75,,,,,,,
4470405317,STERILE SUPPLIES,$103.51,,,,,,,
4470412746,STERILE SUPPLIES,$128.44,,,,,,,
4470408312,STERILE SUPPLIES,$107.22,,,,,,,
4470408191,STERILE SUPPLIES,$380.95,,,,,,,
4470020722,STERILE SUPPLIES,"$7,840.80",,,,,,,
4470490408,STERILE SUPPLIES,$950.00,,,,,,,
4470405773,STERILE SUPPLIES,"$2,190.54",,,,,,,
4470405581,STERILE SUPPLIES,"$2,590.55",,,,,,,
4470412782,STERILE SUPPLIES,"$1,956.77",,,,,,,
4470405780,STERILE SUPPLIES,$31.53,,,,,,,
4470412286,STERILE SUPPLIES,$112.75,,,,,,,
4470427742,STERILE SUPPLIES,"$3,311.00",,,,,,,
4470018612,STERILE SUPPLIES,"$2,689.73",,,,,,,
4470400519,STERILE SUPPLIES,$32.45,,,,,,,
4470401581,STERILE SUPPLIES,$182.85,,,,,,,
4470401208,STERILE SUPPLIES,$5.32,,,,,,,
4470401101,STERILE SUPPLIES,$30.50,,,,,,,
4470420924,STERILE SUPPLIES,"$7,150.00",,,,,,,
4470409106,STERILE SUPPLIES,$895.26,,,,,,,
4470002234,STERILE SUPPLIES,"$3,625.16",,,,,,,
4470412263,STERILE SUPPLIES,$428.64,,,,,,,
4470410310,STERILE SUPPLIES,$34.85,,,,,,,
4471022413,STERILE SUPPLIES,"$5,009.31",,,,,,,
4470405654,STERILE SUPPLIES,$113.53,,,,,,,
4470412800,STERILE SUPPLIES,$9.60,,,,,,,
4470402978,STERILE SUPPLIES,$123.43,,,,,,,
4470425924,STERILE SUPPLIES,$736.40,,,,,,,
4470425915,STERILE SUPPLIES,"$3,678.40",,,,,,,
4470404049,STERILE SUPPLIES,"$1,066.70",,,,,,,
4470402521,STERILE SUPPLIES,"$2,240.91",,,,,,,
4470412747,STERILE SUPPLIES,$559.95,,,,,,,
4470490338,STERILE SUPPLIES,"$4,119.70",,,,,,,
4470401516,STERILE SUPPLIES,$17.89,,,,,,,
4470401006,STERILE SUPPLIES,$210.27,,,,,,,
4470405742,STERILE SUPPLIES,$22.99,,,,,,,
4470427582,STERILE SUPPLIES,"$3,965.39",,,,,,,
4470409078,STERILE SUPPLIES,$114.12,,,,,,,
4470408201,STERILE SUPPLIES,$840.58,,,,,,,
4470412723,STERILE SUPPLIES,$30.83,,,,,,,
4470401481,STERILE SUPPLIES,$67.56,,,,,,,
4470490333,STERILE SUPPLIES,$117.05,,,,,,,
4470404003,STERILE SUPPLIES,"$1,142.88",,,,,,,
4470401607,STERILE SUPPLIES,$161.97,,,,,,,
4470403118,STERILE SUPPLIES,$198.09,,,,,,,
4470403136,STERILE SUPPLIES,$20.09,,,,,,,
4470412795,STERILE SUPPLIES,"$2,096.07",,,,,,,
4470402392,STERILE SUPPLIES,"$3,486.58",,,,,,,
4470412365,STERILE SUPPLIES,"$1,180.98",,,,,,,
4470404225,STERILE SUPPLIES,$103.51,,,,,,,
4470405690,STERILE SUPPLIES,$814.18,,,,,,,
4470013322,STERILE SUPPLIES,"$1,942.05",,,,,,,
4470401966,STERILE SUPPLIES,$83.79,,,,,,,
4470490072,STERILE SUPPLIES,$66.28,,,,,,,
4470401284,STERILE SUPPLIES,$115.35,,,,,,,
4470024489,STERILE SUPPLIES,"$2,153.80",,,,,,,
4470408121,STERILE SUPPLIES,$227.19,,,,,,,
4470412405,STERILE SUPPLIES,$27.97,,,,,,,
4470412296,STERILE SUPPLIES,$91.60,,,,,,,
4470401577,STERILE SUPPLIES,$45.60,,,,,,,
4470404541,STERILE SUPPLIES,"$1,209.63",,,,,,,
4470408312,STERILE SUPPLIES,$107.22,,,,,,,
4470411211,STERILE SUPPLIES,$768.00,,,,,,,
4470412966,STERILE SUPPLIES,$56.69,,,,,,,
4470410217,STERILE SUPPLIES,$171.88,,,,,,,
4470411898,STERILE SUPPLIES,$41.87,,,,,,,
4470410805,STERILE SUPPLIES,"$2,895.33",,,,,,,
4470016460,STERILE SUPPLIES,$689.63,,,,,,,
4470407160,STERILE SUPPLIES,"$1,221.19",,,,,,,
4470410082,STERILE SUPPLIES,$59.87,,,,,,,
4470407042,STERILE SUPPLIES,$27.63,,,,,,,
4470018419,STERILE SUPPLIES,"$3,780.52",,,,,,,
4470411124,STERILE SUPPLIES,"$1,500.54",,,,,,,
4470020773,STERILE SUPPLIES,"$3,327.50",,,,,,,
4470402442,STERILE SUPPLIES,$256.14,,,,,,,
4470408627,STERILE SUPPLIES,$79.82,,,,,,,
4470490108,STERILE SUPPLIES,$163.19,,,,,,,
4470408075,STERILE SUPPLIES,$63.98,,,,,,,
4470403020,STERILE SUPPLIES,$633.91,,,,,,,
4470401481,STERILE SUPPLIES,$67.56,,,,,,,
4470013322,STERILE SUPPLIES,"$1,942.05",,,,,,,
4470412962,STERILE SUPPLIES,$161.06,,,,,,,
4470409093,STERILE SUPPLIES,$115.64,,,,,,,
4470425924,STERILE SUPPLIES,$736.40,,,,,,,
4470405550,STERILE SUPPLIES,$14.77,,,,,,,
4470410102,STERILE SUPPLIES,$54.84,,,,,,,
4470404225,STERILE SUPPLIES,$103.51,,,,,,,
4470409090,STERILE SUPPLIES,$72.06,,,,,,,
4470023675,STERILE SUPPLIES,"$1,210.00",,,,,,,
4470018779,STERILE SUPPLIES,"$2,538.76",,,,,,,
4470407711,STERILE SUPPLIES,$205.70,,,,,,,
4470411305,STERILE SUPPLIES,$873.33,,,,,,,
4470405708,STERILE SUPPLIES,$61.85,,,,,,,
4470490040,STERILE SUPPLIES,$200.06,,,,,,,
4471410725,STERILE SUPPLIES,$79.00,,,,,,,
4470401853,STERILE SUPPLIES,"$1,499.43",,,,,,,
4470490451,STERILE SUPPLIES,$260.00,,,,,,,
4470410126,STERILE SUPPLIES,$122.81,,,,,,,
4470405581,STERILE SUPPLIES,"$2,590.55",,,,,,,
4470401279,STERILE SUPPLIES,$179.34,,,,,,,
4470410809,STERILE SUPPLIES,"$1,456.04",,,,,,,
4470401965,STERILE SUPPLIES,$83.79,,,,,,,
4470410937,STERILE SUPPLIES,$997.43,,,,,,,
4470405200,STERILE SUPPLIES,$16.21,,,,,,,
4470412501,STERILE SUPPLIES,"$1,031.64",,,,,,,
4470401117,STERILE SUPPLIES,$6.07,,,,,,,
4470405132,STERILE SUPPLIES,$94.28,,,,,,,
4470490381,STERILE SUPPLIES,$46.54,,,,,,,
4470023676,STERILE SUPPLIES,"$3,327.50",,,,,,,
4470022004,STERILE SUPPLIES,$63.26,,,,,,,
4470406080,STERILE SUPPLIES,"$1,036.21",,,,,,,
4470407128,STERILE SUPPLIES,$85.21,,,,,,,
4470404541,STERILE SUPPLIES,"$1,209.63",,,,,,,
4470409022,STERILE SUPPLIES,$549.50,,,,,,,
4470410109,STERILE SUPPLIES,$158.62,,,,,,,
4470407153,STERILE SUPPLIES,$38.08,,,,,,,
4470405533,STERILE SUPPLIES,$50.28,,,,,,,
4470405642,STERILE SUPPLIES,$69.67,,,,,,,
4470401799,STERILE SUPPLIES,"$1,619.11",,,,,,,
4470411505,STERILE SUPPLIES,"$1,077.36",,,,,,,
4470401360,STERILE SUPPLIES,$24.12,,,,,,,
4470401308,STERILE SUPPLIES,$125.54,,,,,,,
4470409095,STERILE SUPPLIES,$81.97,,,,,,,
4470411323,STERILE SUPPLIES,"$1,058.62",,,,,,,
4470032131,STERILE SUPPLIES,$128.98,,,,,,,
4470408255,STERILE SUPPLIES,$30.04,,,,,,,
4470020200,STERILE SUPPLIES,"$4,258.95",,,,,,,
4470408227,STERILE SUPPLIES,"$5,178.01",,,,,,,
4470411489,STERILE SUPPLIES,$130.11,,,,,,,
4470411524,STERILE SUPPLIES,$11.34,,,,,,,
4470403952,STERILE SUPPLIES,$179.67,,,,,,,
4470411374,STERILE SUPPLIES,$4.75,,,,,,,
4470409916,STERILE SUPPLIES,$352.11,,,,,,,
4470411544,STERILE SUPPLIES,$87.58,,,,,,,
4470402170,STERILE SUPPLIES,$1.32,,,,,,,
4470490187,STERILE SUPPLIES,"$12,357.12",,,,,,,
4470428563,STERILE SUPPLIES,"$2,640.00",,,,,,,
4471410556,STERILE SUPPLIES,$516.00,,,,,,,
4470408336,STERILE SUPPLIES,"$3,047.71",,,,,,,
4470401965,STERILE SUPPLIES,$83.79,,,,,,,
4470011402,STERILE SUPPLIES,$449.13,,,,,,,
4470409090,STERILE SUPPLIES,$72.06,,,,,,,
4470408664,STERILE SUPPLIES,$10.27,,,,,,,
4470401823,STERILE SUPPLIES,"$2,870.63",,,,,,,
4470411638,STERILE SUPPLIES,$196.82,,,,,,,
4470023246,STERILE SUPPLIES,"$1,346.48",,,,,,,
4470412707,STERILE SUPPLIES,"$8,837.46",,,,,,,
4470402014,STERILE SUPPLIES,$466.56,,,,,,,
4470402389,STERILE SUPPLIES,$129.15,,,,,,,
4470412030,STERILE SUPPLIES,"$34,937.87",,,,,,,
4470401641,STERILE SUPPLIES,$380.52,,,,,,,
4470409760,STERILE SUPPLIES,$156.72,,,,,,,
4470404848,STERILE SUPPLIES,"$6,029.90",,,,,,,
4470481055,STERILE SUPPLIES,$5.68,,,,,,,
4470406059,STERILE SUPPLIES,$228.28,,,,,,,
4470405296,STERILE SUPPLIES,$144.00,,,,,,,
4470408223,STERILE SUPPLIES,"$3,319.62",,,,,,,
4470022977,STERILE SUPPLIES,"$4,611.06",,,,,,,
4470406006,STERILE SUPPLIES,$40.94,,,,,,,
4470407729,STERILE SUPPLIES,$114.27,,,,,,,
4470005173,STERILE SUPPLIES,$435.60,,,,,,,
4470490420,STERILE SUPPLIES,$207.00,,,,,,,
4470405350,STERILE SUPPLIES,$213.78,,,,,,,
4470490341,STERILE SUPPLIES,$347.58,,,,,,,
4470030259,STERILE SUPPLIES,"$3,560.42",,,,,,,
4470401018,STERILE SUPPLIES,$943.55,,,,,,,
4470030882,STERILE SUPPLIES,"$1,980.36",,,,,,,
4470408728,STERILE SUPPLIES,$12.15,,,,,,,
4470404358,STERILE SUPPLIES,"$8,573.23",,,,,,,
4470410402,STERILE SUPPLIES,$9.97,,,,,,,
4470411497,STERILE SUPPLIES,$533.33,,,,,,,
4470412337,STERILE SUPPLIES,$216.90,,,,,,,
4470412819,STERILE SUPPLIES,$233.75,,,,,,,
4470402118,STERILE SUPPLIES,$8.99,,,,,,,
4470404927,STERILE SUPPLIES,"$1,081.92",,,,,,,
4470016210,STERILE SUPPLIES,$971.02,,,,,,,
4470408118,STERILE SUPPLIES,$446.10,,,,,,,
4470404472,STERILE SUPPLIES,"$2,209.59",,,,,,,
4470411333,STERILE SUPPLIES,$54.27,,,,,,,
4470024160,STERILE SUPPLIES,"$1,548.80",,,,,,,
4470402029,STERILE SUPPLIES,"$1,079.49",,,,,,,
4470408077,STERILE SUPPLIES,$174.93,,,,,,,
4470412347,STERILE SUPPLIES,$746.68,,,,,,,
4470412348,STERILE SUPPLIES,$487.63,,,,,,,
4470405499,STERILE SUPPLIES,$11.33,,,,,,,
4470402209,STERILE SUPPLIES,$208.01,,,,,,,
4470016158,STERILE SUPPLIES,"$4,971.64",,,,,,,
4470405775,STERILE SUPPLIES,"$4,571.57",,,,,,,
4470405708,STERILE SUPPLIES,$61.85,,,,,,,
4470410281,STERILE SUPPLIES,"$5,333.51",,,,,,,
4470409001,STERILE SUPPLIES,$349.71,,,,,,,
4470402939,STERILE SUPPLIES,$419.05,,,,,,,
4470410124,STERILE SUPPLIES,$72.06,,,,,,,
4470405705,STERILE SUPPLIES,$62.00,,,,,,,
4470412776,STERILE SUPPLIES,$49.41,,,,,,,
4470410706,STERILE SUPPLIES,$490.00,,,,,,,
4470404826,STERILE SUPPLIES,$267.58,,,,,,,
4470430735,STERILE SUPPLIES,$761.92,,,,,,,
4470401336,STERILE SUPPLIES,$19.48,,,,,,,
4470412508,STERILE SUPPLIES,$931.66,,,,,,,
4470401166,STERILE SUPPLIES,$26.55,,,,,,,
4470402112,STERILE SUPPLIES,$17.65,,,,,,,
4470404604,STERILE SUPPLIES,$134.91,,,,,,,
4470401100,STERILE SUPPLIES,$61.09,,,,,,,
4470408199,STERILE SUPPLIES,$262.58,,,,,,,
4470412744,STERILE SUPPLIES,$165.24,,,,,,,
4470412778,STERILE SUPPLIES,"$4,904.37",,,,,,,
4470410374,STERILE SUPPLIES,$214.24,,,,,,,
4470410999,STERILE SUPPLIES,"$11,672.77",,,,,,,
4470481027,STERILE SUPPLIES,$4.40,,,,,,,
4470405573,STERILE SUPPLIES,$387.65,,,,,,,
4470427070,STERILE SUPPLIES,$138.78,,,,,,,
4470411401,STERILE SUPPLIES,$762.28,,,,,,,
4470411855,STERILE SUPPLIES,"$1,219.08",,,,,,,
4470404884,STERILE SUPPLIES,$315.23,,,,,,,
4470490043,STERILE SUPPLIES,$9.53,,,,,,,
4470411479,STERILE SUPPLIES,$17.83,,,,,,,
4470401852,STERILE SUPPLIES,$22.68,,,,,,,
4470405926,STERILE SUPPLIES,$247.00,,,,,,,
4470023456,STERILE SUPPLIES,"$2,928.20",,,,,,,
4470407111,STERILE SUPPLIES,$969.88,,,,,,,
4470405751,STERILE SUPPLIES,$53.02,,,,,,,
4470404884,STERILE SUPPLIES,$315.23,,,,,,,
4470426493,STERILE SUPPLIES,"$2,394.70",,,,,,,
4470401544,STERILE SUPPLIES,$237.71,,,,,,,
4470405573,STERILE SUPPLIES,$387.65,,,,,,,
4470402215,STERILE SUPPLIES,"$1,888.35",,,,,,,
4470403071,STERILE SUPPLIES,"$1,697.01",,,,,,,
4470410999,STERILE SUPPLIES,"$11,672.77",,,,,,,
4470411188,STERILE SUPPLIES,$118.09,,,,,,,
4470407682,STERILE SUPPLIES,"$1,294.05",,,,,,,
4470404283,STERILE SUPPLIES,$105.69,,,,,,,
4470412508,STERILE SUPPLIES,$931.66,,,,,,,
4470407701,STERILE SUPPLIES,$228.56,,,,,,,
4470410405,STERILE SUPPLIES,$283.98,,,,,,,
4470412776,STERILE SUPPLIES,$49.41,,,,,,,
4470409922,STERILE SUPPLIES,"$1,601.53",,,,,,,
4470411738,STERILE SUPPLIES,"$3,885.83",,,,,,,
4470426620,STERILE SUPPLIES,"$4,368.10",,,,,,,
4470401021,STERILE SUPPLIES,$6.60,,,,,,,
4470405775,STERILE SUPPLIES,"$4,571.57",,,,,,,
4470412735,STERILE SUPPLIES,$94.17,,,,,,,
4470410281,STERILE SUPPLIES,"$5,333.51",,,,,,,
4470411642,STERILE SUPPLIES,$266.90,,,,,,,
4470406051,STERILE SUPPLIES,$43.95,,,,,,,
4470402069,STERILE SUPPLIES,$60.30,,,,,,,
4470409024,STERILE SUPPLIES,$88.82,,,,,,,
4470411612,STERILE SUPPLIES,$88.91,,,,,,,
4470405884,STERILE SUPPLIES,$77.85,,,,,,,
4470404831,STERILE SUPPLIES,$55.57,,,,,,,
4470404700,STERILE SUPPLIES,$74.11,,,,,,,
4470024204,STERILE SUPPLIES,"$1,863.40",,,,,,,
4470404728,STERILE SUPPLIES,$32.26,,,,,,,
4470401022,STERILE SUPPLIES,$6.69,,,,,,,
4470405536,STERILE SUPPLIES,$7.99,,,,,,,
4470403383,STERILE SUPPLIES,$952.40,,,,,,,
4470412242,STERILE SUPPLIES,"$3,962.03",,,,,,,
4470403068,STERILE SUPPLIES,"$2,514.35",,,,,,,
4470024158,STERILE SUPPLIES,"$3,182.30",,,,,,,
4470411323,STERILE SUPPLIES,"$1,058.62",,,,,,,
4470409148,STERILE SUPPLIES,$556.19,,,,,,,
4470405913,STERILE SUPPLIES,"$2,133.40",,,,,,,
4470402091,STERILE SUPPLIES,$120.24,,,,,,,
4470022412,STERILE SUPPLIES,"$6,020.35",,,,,,,
4470405283,STERILE SUPPLIES,$302.86,,,,,,,
4470408715,STERILE SUPPLIES,$68.78,,,,,,,
4470490492,STERILE SUPPLIES,$164.00,,,,,,,
4470411739,STERILE SUPPLIES,"$4,149.77",,,,,,,
4470427517,STERILE SUPPLIES,"$4,400.00",,,,,,,
4470412257,STERILE SUPPLIES,"$1,961.97",,,,,,,
4470401004,STERILE SUPPLIES,"$1,465.42",,,,,,,
4470407049,STERILE SUPPLIES,$304.76,,,,,,,
4470490468,STERILE SUPPLIES,$250.00,,,,,,,
4470407122,STERILE SUPPLIES,$137.13,,,,,,,
4470405611,STERILE SUPPLIES,"$2,349.63",,,,,,,
4470407046,STERILE SUPPLIES,$12.68,,,,,,,
4470013316,STERILE SUPPLIES,"$3,884.10",,,,,,,
4470404191,STERILE SUPPLIES,$12.18,,,,,,,
4470490533,STERILE SUPPLIES,$334.00,,,,,,,
4470412770,STERILE SUPPLIES,$64.68,,,,,,,
4470411455,STERILE SUPPLIES,$88.89,,,,,,,
4470404820,STERILE SUPPLIES,$30.62,,,,,,,
4470409123,STERILE SUPPLIES,$412.03,,,,,,,
4470408146,STERILE SUPPLIES,$131.40,,,,,,,
4470404380,STERILE SUPPLIES,"$3,850.00",,,,,,,
4470411728,STERILE SUPPLIES,$816.02,,,,,,,
4470405240,STERILE SUPPLIES,$85.45,,,,,,,
4470407315,STERILE SUPPLIES,$60.18,,,,,,,
4470409008,STERILE SUPPLIES,"$9,086.02",,,,,,,
4470403905,STERILE SUPPLIES,$93.70,,,,,,,
4470024577,STERILE SUPPLIES,$82.98,,,,,,,
4470407052,STERILE SUPPLIES,$304.76,,,,,,,
4470490478,STERILE SUPPLIES,$268.00,,,,,,,
4470412768,STERILE SUPPLIES,$62.82,,,,,,,
4470407005,STERILE SUPPLIES,"$1,452.62",,,,,,,
4470408231,STERILE SUPPLIES,$167.60,,,,,,,
4470024700,STERILE SUPPLIES,"$13,128.50",,,,,,,
4470425318,STERILE SUPPLIES,"$3,959.48",,,,,,,
4470022414,STERILE SUPPLIES,$925.70,,,,,,,
4470411487,STERILE SUPPLIES,$212.24,,,,,,,
4470408337,STERILE SUPPLIES,$912.95,,,,,,,
4470022952,STERILE SUPPLIES,"$8,493.23",,,,,,,
4470409076,STERILE SUPPLIES,$16.59,,,,,,,
4470024644,STERILE SUPPLIES,"$1,200.32",,,,,,,
4470408304,STERILE SUPPLIES,$19.11,,,,,,,
4470405709,STERILE SUPPLIES,$40.97,,,,,,,
4470490195,STERILE SUPPLIES,"$3,099.39",,,,,,,
4470404071,STERILE SUPPLIES,$79.23,,,,,,,
4470409967,STERILE SUPPLIES,$380.03,,,,,,,
4470409021,STERILE SUPPLIES,$896.01,,,,,,,
4470410937,STERILE SUPPLIES,$997.43,,,,,,,
4470490001,STERILE SUPPLIES,$66.69,,,,,,,
4470409191,STERILE SUPPLIES,$341.62,,,,,,,
4470401955,STERILE SUPPLIES,$78.12,,,,,,,
4470405608,STERILE SUPPLIES,$87.46,,,,,,,
4470401598,STERILE SUPPLIES,$80.30,,,,,,,
4470426297,STERILE SUPPLIES,"$2,226.40",,,,,,,
4470406001,STERILE SUPPLIES,"$1,106.69",,,,,,,
4470401454,STERILE SUPPLIES,$30.54,,,,,,,
4470490488,STERILE SUPPLIES,$40.00,,,,,,,
4470402387,STERILE SUPPLIES,$219.78,,,,,,,
4470402363,STERILE SUPPLIES,"$1,831.81",,,,,,,
4470421105,STERILE SUPPLIES,"$1,943.92",,,,,,,
4470402865,STERILE SUPPLIES,$45.82,,,,,,,
4470408019,STERILE SUPPLIES,$54.39,,,,,,,
4470412251,STERILE SUPPLIES,$353.46,,,,,,,
4470403907,STERILE SUPPLIES,$766.18,,,,,,,
4470410811,STERILE SUPPLIES,"$1,456.04",,,,,,,
4470405718,STERILE SUPPLIES,$71.90,,,,,,,
4470401336,STERILE SUPPLIES,$19.48,,,,,,,
4470401167,STERILE SUPPLIES,$26.75,,,,,,,
4470405884,STERILE SUPPLIES,$77.85,,,,,,,
4470405746,STERILE SUPPLIES,$21.62,,,,,,,
4470411333,STERILE SUPPLIES,$54.27,,,,,,,
4470412217,STERILE SUPPLIES,"$3,790.60",,,,,,,
4470412268,STERILE SUPPLIES,$51.94,,,,,,,
4470402296,STERILE SUPPLIES,"$2,270.54",,,,,,,
4470405734,STERILE SUPPLIES,$99.18,,,,,,,
4470404282,STERILE SUPPLIES,"$9,584.33",,,,,,,
