Code,Description,Charge Amount,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
47189030.0,PHARMACY,$48.00,,,,,,,,,,
47161468.0,PHARMACY,$24.00,,,,,,,,,,
47188354.0,PHARMACY,$12.00,,,,,,,,,,
47191051.0,PHARMACY,$862.75,,,,,,,,,,
47183306.0,PHARMACY,$7.00,,,,,,,,,,
47175633.0,PHARMACY,$40.00,,,,,,,,,,
47187877.0,PHARMACY,$125.00,,,,,,,,,,
47174453.0,PHARMACY,$176.00,,,,,,,,,,
47160148.0,PHARMACY,$90.00,,,,,,,,,,
47190145.0,PHARMACY,$13.00,,,,,,,,,,
47162938.0,PHARMACY,$10.00,,,,,,,,,,
47180120.0,PHARMACY,$16.00,,,,,,,,,,
47175526.0,PHARMACY,$24.00,,,,,,,,,,
47169958.0,PHARMACY,$45.00,,,,,,,,,,
47185962.0,PHARMACY,$127.00,,,,,,,,,,
47163704.0,PHARMACY,$16.00,,,,,,,,,,
47168711.0,PHARMACY,$23.00,,,,,,,,,,
47153267.0,PHARMACY,$17.00,,,,,,,,,,
47169081.0,PHARMACY,$45.00,,,,,,,,,,
47188560.0,PHARMACY,$358.00,,,,,,,,,,
47190137.0,PHARMACY,$13.00,,,,,,,,,,
47168299.0,PHARMACY,$17.00,,,,,,,,,,
47190657.0,PHARMACY,$13.00,,,,,,,,,,
47189238.0,PHARMACY,$13.00,,,,,,,,,,
47159694.0,PHARMACY,$75.00,,,,,,,,,,
47158837.0,PHARMACY,$17.00,,,,,,,,,,
47175484.0,PHARMACY,$17.00,,,,,,,,,,
47179254.0,PHARMACY,$21.00,,,,,,,,,,
47153499.0,PHARMACY,$10.00,,,,,,,,,,
47167952.0,PHARMACY,$10.00,,,,,,,,,,
47188560.0,PHARMACY,$358.00,,,,,,,,,,
47177241.0,PHARMACY,$38.00,,,,,,,,,,
47188354.0,PHARMACY,$12.00,,,,,,,,,,
47163555.0,PHARMACY,$10.00,,,,,,,,,,
47175237.0,PHARMACY,$10.00,,,,,,,,,,
47183306.0,PHARMACY,$7.00,,,,,,,,,,
47154471.0,PHARMACY,$41.00,,,,,,,,,,
47153267.0,PHARMACY,$17.00,,,,,,,,,,
47178413.0,PHARMACY,$89.00,,,,,,,,,,
47164256.0,PHARMACY,$16.00,,,,,,,,,,
47174453.0,PHARMACY,$176.00,,,,,,,,,,
47160148.0,PHARMACY,$90.00,,,,,,,,,,
47191184.0,PHARMACY,$29.40,,,,,,,,,,
47155718.0,PHARMACY,$10.00,,,,,,,,,,
47190145.0,PHARMACY,$13.00,,,,,,,,,,
47154000.0,PHARMACY,$45.00,,,,,,,,,,
47188784.0,PHARMACY,$21.00,,,,,,,,,,
47165485.0,PHARMACY,$30.00,,,,,,,,,,
47189592.0,PHARMACY,$11.00,,,,,,,,,,
47188982.0,PHARMACY,$13.00,,,,,,,,,,
47178462.0,PHARMACY,$252.00,,,,,,,,,,
47189444.0,PHARMACY,$13.00,,,,,,,,,,
47161831.0,PHARMACY,$212.00,,,,,,,,,,
47183264.0,PHARMACY,$7.00,,,,,,,,,,
47186929.0,PHARMACY,$13.00,,,,,,,,,,
47157037.0,PHARMACY,$10.00,,,,,,,,,,
47188586.0,PHARMACY,$13.00,,,,,,,,,,
47191051.0,PHARMACY,$862.75,,,,,,,,,,
47168463.0,PHARMACY,$10.00,,,,,,,,,,
47164157.0,PHARMACY,$104.00,,,,,,,,,,
47188784.0,PHARMACY,$21.00,,,,,,,,,,
47188545.0,PHARMACY,$39.00,,,,,,,,,,
47175484.0,PHARMACY,$17.00,,,,,,,,,,
47179254.0,PHARMACY,$21.00,,,,,,,,,,
47185111.0,PHARMACY,$78.00,,,,,,,,,,
47163795.0,PHARMACY,$17.00,,,,,,,,,,
47178157.0,PHARMACY,$25.00,,,,,,,,,,
47152426.0,PHARMACY,$41.00,,,,,,,,,,
47167697.0,PHARMACY,$13.00,,,,,,,,,,
47170055.0,PHARMACY,$10.00,,,,,,,,,,
47162938.0,PHARMACY,$10.00,,,,,,,,,,
47180120.0,PHARMACY,$16.00,,,,,,,,,,
47188560.0,PHARMACY,$358.00,,,,,,,,,,
47174750.0,PHARMACY,$13.00,,,,,,,,,,
47169958.0,PHARMACY,$45.00,,,,,,,,,,
47187091.0,PHARMACY,$13.00,,,,,,,,,,
47187497.0,PHARMACY,$49.00,,,,,,,,,,
47188859.0,PHARMACY,$23.00,,,,,,,,,,
47161948.0,PHARMACY,$60.00,,,,,,,,,,
47162078.0,PHARMACY,$10.00,,,,,,,,,,
47152483.0,PHARMACY,$16.00,,,,,,,,,,
47188412.0,PHARMACY,$151.00,,,,,,,,,,
47188578.0,PHARMACY,$13.00,,,,,,,,,,
47173547.0,PHARMACY,$10.00,,,,,,,,,,
47188578.0,PHARMACY,$13.00,,,,,,,,,,
47178785.0,PHARMACY,$25.00,,,,,,,,,,
47176649.0,PHARMACY,$351.00,,,,,,,,,,
47189881.0,PHARMACY,$33.00,,,,,,,,,,
47170006.0,PHARMACY,$156.00,,,,,,,,,,
47158159.0,PHARMACY,$16.00,,,,,,,,,,
47183223.0,PHARMACY,$881.00,,,,,,,,,,
47183223.0,PHARMACY,$881.00,,,,,,,,,,
47191259.0,PHARMACY,$42.80,,,,,,,,,,
47160395.0,PHARMACY,$24.00,,,,,,,,,,
47189774.0,PHARMACY,$13.00,,,,,,,,,,
57170888.0,PHARMACY,$152.00,,,,,,,,,,
47187398.0,PHARMACY,$14.00,,,,,,,,,,
47182878.0,PHARMACY,$20.00,,,,,,,,,,
47183561.0,PHARMACY,$51.00,,,,,,,,,,
47163415.0,PHARMACY,$276.00,,,,,,,,,,
47176326.0,PHARMACY,$45.00,,,,,,,,,,
47187265.0,PHARMACY,$9.00,,,,,,,,,,
47162631.0,PHARMACY,$10.00,,,,,,,,,,
47151568.0,PHARMACY,$10.00,,,,,,,,,,
47190293.0,PHARMACY,$13.00,,,,,,,,,,
47175468.0,PHARMACY,$45.00,,,,,,,,,,
47165428.0,PHARMACY,$10.00,,,,,,,,,,
47191317.0,PHARMACY,$171.43,,,,,,,,,,
47159371.0,PHARMACY,$17.00,,,,,,,,,,
47159421.0,PHARMACY,$10.00,,,,,,,,,,
47171988.0,PHARMACY,$10.00,,,,,,,,,,
47157649.0,PHARMACY,$45.00,,,,,,,,,,
47188511.0,PHARMACY,$18.00,,,,,,,,,,
47188198.0,PHARMACY,$10.00,,,,,,,,,,
47182951.0,PHARMACY,$7.00,,,,,,,,,,
47184239.0,PHARMACY,$110.00,,,,,,,,,,
47170006.0,PHARMACY,$151.00,,,,,,,,,,
47168778.0,PHARMACY,$40.00,,,,,,,,,,
47162813.0,PHARMACY,$20.00,,,,,,,,,,
47181375.0,PHARMACY,$1.00,,,,,,,,,,
47154000.0,PHARMACY,$45.00,,,,,,,,,,
47187257.0,PHARMACY,$66.00,,,,,,,,,,
47151956.0,PHARMACY,$10.00,,,,,,,,,,
47182563.0,PHARMACY,$29.00,,,,,,,,,,
47191176.0,PHARMACY,$11.00,,,,,,,,,,
47161237.0,PHARMACY,$10.00,,,,,,,,,,
47169149.0,PHARMACY,$12.00,,,,,,,,,,
47155122.0,PHARMACY,$10.00,,,,,,,,,,
47190921.0,PHARMACY,$24.15,,,,,,,,,,
47156153.0,PHARMACY,$17.00,,,,,,,,,,
47178389.0,PHARMACY,$25.00,,,,,,,,,,
47187026.0,PHARMACY,$13.00,,,,,,,,,,
47163431.0,PHARMACY,$9.00,,,,,,,,,,
47185913.0,PHARMACY,$70.00,,,,,,,,,,
47182449.0,PHARMACY,$71.00,,,,,,,,,,
47167259.0,PHARMACY,$12.00,,,,,,,,,,
47188842.0,PHARMACY,$17.00,,,,,,,,,,
47175005.0,PHARMACY,$74.00,,,,,,,,,,
47179254.0,PHARMACY,$21.00,,,,,,,,,,
47174651.0,PHARMACY,$10.00,,,,,,,,,,
47162623.0,PHARMACY,$30.00,,,,,,,,,,
47166251.0,PHARMACY,$10.00,,,,,,,,,,
47163464.0,PHARMACY,$10.00,,,,,,,,,,
47179833.0,PHARMACY,$95.00,,,,,,,,,,
47154620.0,PHARMACY,$24.00,,,,,,,,,,
47162524.0,PHARMACY,$10.00,,,,,,,,,,
47168810.0,PHARMACY,$17.00,,,,,,,,,,
47181920.0,PHARMACY,$32.00,,,,,,,,,,
47166400.0,PHARMACY,$16.00,,,,,,,,,,
57138281.0,PHARMACY,$152.00,,,,,,,,,,
47174487.0,PHARMACY,$17.00,,,,,,,,,,
47169081.0,PHARMACY,$45.00,,,,,,,,,,
47159546.0,PHARMACY,$93.00,,,,,,,,,,
47167317.0,PHARMACY,$12.00,,,,,,,,,,
47162243.0,PHARMACY,$10.00,,,,,,,,,,
47187992.0,PHARMACY,$147.00,,,,,,,,,,
47187729.0,PHARMACY,$172.00,,,,,,,,,,
47171673.0,PHARMACY,$10.00,,,,,,,,,,
47162748.0,PHARMACY,$123.00,,,,,,,,,,
47188073.0,PHARMACY,$2.00,,,,,,,,,,
47157045.0,PHARMACY,$12.00,,,,,,,,,,
47190152.0,PHARMACY,$125.00,,,,,,,,,,
47188016.0,PHARMACY,$58.00,,,,,,,,,,
47182654.0,PHARMACY,$9.00,,,,,,,,,,
47183736.0,PHARMACY,$146.00,,,,,,,,,,
47101068.0,PHARMACY,$48.00,,,,,,,,,,
47182985.0,PHARMACY,$10.00,,,,,,,,,,
47172275.0,PHARMACY,$331.00,,,,,,,,,,
47187059.0,PHARMACY,$37.00,,,,,,,,,,
47168471.0,PHARMACY,$41.00,,,,,,,,,,
47162359.0,PHARMACY,$160.00,,,,,,,,,,
47184031.0,PHARMACY,$7.00,,,,,,,,,,
47156542.0,PHARMACY,$106.00,,,,,,,,,,
47161450.0,PHARMACY,$16.00,,,,,,,,,,
47176425.0,PHARMACY,$38.00,,,,,,,,,,
47174099.0,PHARMACY,$43.00,,,,,,,,,,
47177498.0,PHARMACY,$152.00,,,,,,,,,,
57138133.0,PHARMACY,$152.00,,,,,,,,,,
47167978.0,PHARMACY,$10.00,,,,,,,,,,
47189568.0,PHARMACY,$125.00,,,,,,,,,,
47165501.0,PHARMACY,$212.00,,,,,,,,,,
47188735.0,PHARMACY,$51.00,,,,,,,,,,
47190483.0,PHARMACY,$13.00,,,,,,,,,,
47183983.0,PHARMACY,$77.00,,,,,,,,,,
47166970.0,PHARMACY,$10.00,,,,,,,,,,
47189592.0,PHARMACY,$13.00,,,,,,,,,,
47191317.0,PHARMACY,$171.43,,,,,,,,,,
47158712.0,PHARMACY,$311.00,,,,,,,,,,
47150354.0,PHARMACY,$17.00,,,,,,,,,,
47154653.0,PHARMACY,$49.00,,,,,,,,,,
47155858.0,PHARMACY,$16.00,,,,,,,,,,
47164215.0,PHARMACY,$16.00,,,,,,,,,,
47173349.0,PHARMACY,$10.00,,,,,,,,,,
47179965.0,PHARMACY,$32.00,,,,,,,,,,
47183637.0,PHARMACY,$93.00,,,,,,,,,,
47167929.0,PHARMACY,$10.00,,,,,,,,,,
47188032.0,PHARMACY,$10.00,,,,,,,,,,
47183033.0,PHARMACY,$66.00,,,,,,,,,,
47187232.0,PHARMACY,$83.00,,,,,,,,,,
47158712.0,PHARMACY,$311.00,,,,,,,,,,
47160197.0,PHARMACY,$20.00,,,,,,,,,,
47153655.0,PHARMACY,$24.00,,,,,,,,,,
47191275.0,PHARMACY,$42.80,,,,,,,,,,
47169800.0,PHARMACY,$5.00,,,,,,,,,,
47188214.0,PHARMACY,$12.00,,,,,,,,,,
47161070.0,PHARMACY,$10.00,,,,,,,,,,
47184619.0,PHARMACY,$24.00,,,,,,,,,,
47167853.0,PHARMACY,$139.00,,,,,,,,,,
47172663.0,PHARMACY,$45.00,,,,,,,,,,
47176441.0,PHARMACY,$47.00,,,,,,,,,,
47189238.0,PHARMACY,$13.00,,,,,,,,,,
47162334.0,PHARMACY,$17.00,,,,,,,,,,
47175526.0,PHARMACY,$24.00,,,,,,,,,,
47172903.0,PHARMACY,$123.00,,,,,,,,,,
47153846.0,PHARMACY,$175.00,,,,,,,,,,
47162326.0,PHARMACY,$10.00,,,,,,,,,,
47175484.0,PHARMACY,$17.00,,,,,,,,,,
47151170.0,PHARMACY,$10.00,,,,,,,,,,
47187927.0,PHARMACY,$37.00,,,,,,,,,,
47178462.0,PHARMACY,$252.00,,,,,,,,,,
47187430.0,PHARMACY,$11.00,,,,,,,,,,
47172820.0,PHARMACY,$29.00,,,,,,,,,,
47189030.0,PHARMACY,$48.00,,,,,,,,,,
47158837.0,PHARMACY,$17.00,,,,,,,,,,
47182936.0,PHARMACY,$118.00,,,,,,,,,,
47154646.0,PHARMACY,$23.00,,,,,,,,,,
47187984.0,PHARMACY,$52.00,,,,,,,,,,
47184254.0,PHARMACY,$298.00,,,,,,,,,,
47183504.0,PHARMACY,$21.00,,,,,,,,,,
47153481.0,PHARMACY,$10.00,,,,,,,,,,
47190343.0,PHARMACY,$76.00,,,,,,,,,,
47179783.0,PHARMACY,$14.00,,,,,,,,,,
57170888.0,PHARMACY,$152.00,,,,,,,,,,
47184148.0,PHARMACY,$7.00,,,,,,,,,,
47160155.0,PHARMACY,$16.00,,,,,,,,,,
47171681.0,PHARMACY,$10.00,,,,,,,,,,
47170808.0,PHARMACY,$10.00,,,,,,,,,,
47154836.0,PHARMACY,$10.00,,,,,,,,,,
47158332.0,PHARMACY,$45.00,,,,,,,,,,
47185442.0,PHARMACY,$22.00,,,,,,,,,,
47175492.0,PHARMACY,$403.00,,,,,,,,,,
47188909.0,PHARMACY,$25.00,,,,,,,,,,
47166632.0,PHARMACY,$17.00,,,,,,,,,,
47176748.0,PHARMACY,$38.00,,,,,,,,,,
47175401.0,PHARMACY,$38.00,,,,,,,,,,
57138117.0,PHARMACY,$152.00,,,,,,,,,,
47161831.0,PHARMACY,$212.00,,,,,,,,,,
47151444.0,PHARMACY,$23.00,,,,,,,,,,
47162896.0,PHARMACY,$17.00,,,,,,,,,,
47163837.0,PHARMACY,$10.00,,,,,,,,,,
47189501.0,PHARMACY,$13.00,,,,,,,,,,
47184940.0,PHARMACY,$60.00,,,,,,,,,,
47187430.0,PHARMACY,$11.00,,,,,,,,,,
47186119.0,PHARMACY,$104.00,,,,,,,,,,
47186739.0,PHARMACY,$53.00,,,,,,,,,,
47185095.0,PHARMACY,$76.00,,,,,,,,,,
47162953.0,PHARMACY,$16.00,,,,,,,,,,
47179528.0,PHARMACY,$140.00,,,,,,,,,,
47153937.0,PHARMACY,$41.00,,,,,,,,,,
47167614.0,PHARMACY,$45.00,,,,,,,,,,
47158647.0,PHARMACY,$14.00,,,,,,,,,,
47183330.0,PHARMACY,$52.00,,,,,,,,,,
47182605.0,PHARMACY,$25.00,,,,,,,,,,
47182811.0,PHARMACY,$75.00,,,,,,,,,,
47152426.0,PHARMACY,$41.00,,,,,,,,,,
47160403.0,PHARMACY,$45.00,,,,,,,,,,
47188040.0,PHARMACY,$12.00,,,,,,,,,,
47189493.0,PHARMACY,$13.00,,,,,,,,,,
47152483.0,PHARMACY,$16.00,,,,,,,,,,
47152434.0,PHARMACY,$41.00,,,,,,,,,,
47176326.0,PHARMACY,$45.00,,,,,,,,,,
47169131.0,PHARMACY,$7.00,,,,,,,,,,
47170006.0,PHARMACY,$156.00,,,,,,,,,,
47168679.0,PHARMACY,$16.00,,,,,,,,,,
47159413.0,PHARMACY,$10.00,,,,,,,,,,
47170097.0,PHARMACY,$10.00,,,,,,,,,,
47180021.0,PHARMACY,$105.00,,,,,,,,,,
47189329.0,PHARMACY,$130.00,,,,,,,,,,
47159199.0,PHARMACY,$54.00,,,,,,,,,,
47165956.0,PHARMACY,$16.00,,,,,,,,,,
47170840.0,PHARMACY,$147.00,,,,,,,,,,
47155064.0,PHARMACY,$151.00,,,,,,,,,,
47169800.0,PHARMACY,$5.00,,,,,,,,,,
47170808.0,PHARMACY,$10.00,,,,,,,,,,
47185442.0,PHARMACY,$22.00,,,,,,,,,,
47186499.0,PHARMACY,$16.00,,,,,,,,,,
47164108.0,PHARMACY,$17.00,,,,,,,,,,
47189766.0,PHARMACY,$18.00,,,,,,,,,,
47155858.0,PHARMACY,$16.00,,,,,,,,,,
47162060.0,PHARMACY,$10.00,,,,,,,,,,
47151832.0,PHARMACY,$10.00,,,,,,,,,,
47162730.0,PHARMACY,$24.00,,,,,,,,,,
47185012.0,PHARMACY,$7.00,,,,,,,,,,
47177621.0,PHARMACY,$24.00,,,,,,,,,,
47188784.0,PHARMACY,$21.00,,,,,,,,,,
47182985.0,PHARMACY,$10.00,,,,,,,,,,
47175401.0,PHARMACY,$38.00,,,,,,,,,,
47189568.0,PHARMACY,$125.00,,,,,,,,,,
47186374.0,PHARMACY,$44.00,,,,,,,,,,
47188297.0,PHARMACY,$821.00,,,,,,,,,,
47190145.0,PHARMACY,$11.00,,,,,,,,,,
47167259.0,PHARMACY,$12.00,,,,,,,,,,
47171715.0,PHARMACY,$12.00,,,,,,,,,,
47162896.0,PHARMACY,$17.00,,,,,,,,,,
47159181.0,PHARMACY,$16.00,,,,,,,,,,
47163837.0,PHARMACY,$10.00,,,,,,,,,,
47162953.0,PHARMACY,$16.00,,,,,,,,,,
47189493.0,PHARMACY,$13.00,,,,,,,,,,
47179528.0,PHARMACY,$140.00,,,,,,,,,,
47183330.0,PHARMACY,$52.00,,,,,,,,,,
47182605.0,PHARMACY,$25.00,,,,,,,,,,
47153937.0,PHARMACY,$41.00,,,,,,,,,,
47159413.0,PHARMACY,$10.00,,,,,,,,,,
47188040.0,PHARMACY,$12.00,,,,,,,,,,
47159173.0,PHARMACY,$45.00,,,,,,,,,,
47180021.0,PHARMACY,$105.00,,,,,,,,,,
47171681.0,PHARMACY,$10.00,,,,,,,,,,
47183983.0,PHARMACY,$77.00,,,,,,,,,,
47160403.0,PHARMACY,$45.00,,,,,,,,,,
47168679.0,PHARMACY,$16.00,,,,,,,,,,
47170006.0,PHARMACY,$156.00,,,,,,,,,,
47169131.0,PHARMACY,$7.00,,,,,,,,,,
47190152.0,PHARMACY,$125.00,,,,,,,,,,
47189592.0,PHARMACY,$13.00,,,,,,,,,,
47152509.0,PHARMACY,$210.00,,,,,,,,,,
57170888.0,PHARMACY,$152.00,,,,,,,,,,
47188511.0,PHARMACY,$16.00,,,,,,,,,,
47179783.0,PHARMACY,$14.00,,,,,,,,,,
47165956.0,PHARMACY,$16.00,,,,,,,,,,
47184148.0,PHARMACY,$7.00,,,,,,,,,,
47183025.0,PHARMACY,$67.00,,,,,,,,,,
47164165.0,PHARMACY,$89.00,,,,,,,,,,
47159421.0,PHARMACY,$10.00,,,,,,,,,,
47152723.0,PHARMACY,$74.00,,,,,,,,,,
47174974.0,PHARMACY,$25.00,,,,,,,,,,
47188131.0,PHARMACY,$10.00,,,,,,,,,,
47169180.0,PHARMACY,$40.00,,,,,,,,,,
47188859.0,PHARMACY,$23.00,,,,,,,,,,
47170840.0,PHARMACY,$152.00,,,,,,,,,,
47191051.0,PHARMACY,$862.75,,,,,,,,,,
47189139.0,PHARMACY,$13.00,,,,,,,,,,
47157722.0,PHARMACY,$10.00,,,,,,,,,,
47158498.0,PHARMACY,$10.00,,,,,,,,,,
47153267.0,PHARMACY,$17.00,,,,,,,,,,
47168620.0,PHARMACY,$17.00,,,,,,,,,,
57138174.0,PHARMACY,$152.00,,,,,,,,,,
47155064.0,PHARMACY,$151.00,,,,,,,,,,
47189576.0,PHARMACY,$125.00,,,,,,,,,,
47156609.0,PHARMACY,$30.00,,,,,,,,,,
47172770.0,PHARMACY,$17.00,,,,,,,,,,
47187992.0,PHARMACY,$147.00,,,,,,,,,,
47151774.0,PHARMACY,$10.00,,,,,,,,,,
47182969.0,PHARMACY,$22.00,,,,,,,,,,
47188693.0,PHARMACY,$15.00,,,,,,,,,,
47188032.0,PHARMACY,$10.00,,,,,,,,,,
47160221.0,PHARMACY,$9.00,,,,,,,,,,
47186515.0,PHARMACY,$32.00,,,,,,,,,,
47174487.0,PHARMACY,$17.00,,,,,,,,,,
47183033.0,PHARMACY,$66.00,,,,,,,,,,
47182514.0,PHARMACY,$12.00,,,,,,,,,,
47151188.0,PHARMACY,$17.00,,,,,,,,,,
47154620.0,PHARMACY,$23.00,,,,,,,,,,
47160395.0,PHARMACY,$24.00,,,,,,,,,,
47156773.0,PHARMACY,$343.00,,,,,,,,,,
47187281.0,PHARMACY,$101.00,,,,,,,,,,
47162953.0,PHARMACY,$16.00,,,,,,,,,,
47187604.0,PHARMACY,$28.00,,,,,,,,,,
47159546.0,PHARMACY,$97.00,,,,,,,,,,
47185400.0,PHARMACY,$13.00,,,,,,,,,,
47179320.0,PHARMACY,$28.00,,,,,,,,,,
47178314.0,PHARMACY,$13.00,,,,,,,,,,
47178413.0,PHARMACY,$89.00,,,,,,,,,,
47184197.0,PHARMACY,$21.00,,,,,,,,,,
47162482.0,PHARMACY,$17.00,,,,,,,,,,
47154471.0,PHARMACY,$41.00,,,,,,,,,,
47158647.0,PHARMACY,$14.00,,,,,,,,,,
47187901.0,PHARMACY,$144.00,,,,,,,,,,
47183348.0,PHARMACY,$17.00,,,,,,,,,,
47163340.0,PHARMACY,$16.00,,,,,,,,,,
47172820.0,PHARMACY,$29.00,,,,,,,,,,
47187471.0,PHARMACY,$36.00,,,,,,,,,,
47169180.0,PHARMACY,$40.00,,,,,,,,,,
47174354.0,PHARMACY,$16.00,,,,,,,,,,
47154109.0,PHARMACY,$230.00,,,,,,,,,,
47175260.0,PHARMACY,$52.00,,,,,,,,,,
47179411.0,PHARMACY,$30.00,,,,,,,,,,
47189097.0,PHARMACY,$23.00,,,,,,,,,,
47164090.0,PHARMACY,$17.00,,,,,,,,,,
47189519.0,PHARMACY,$13.00,,,,,,,,,,
47161476.0,PHARMACY,$38.00,,,,,,,,,,
47188297.0,PHARMACY,$714.00,,,,,,,,,,
47163597.0,PHARMACY,$10.00,,,,,,,,,,
47173737.0,PHARMACY,$16.00,,,,,,,,,,
47164116.0,PHARMACY,$38.00,,,,,,,,,,
47187521.0,PHARMACY,$358.00,,,,,,,,,,
47191051.0,PHARMACY,$862.75,,,,,,,,,,
47184148.0,PHARMACY,$7.00,,,,,,,,,,
47177886.0,PHARMACY,$139.00,,,,,,,,,,
47173448.0,PHARMACY,$12.00,,,,,,,,,,
47176409.0,PHARMACY,$29.00,,,,,,,,,,
47173547.0,PHARMACY,$10.00,,,,,,,,,,
47179817.0,PHARMACY,$197.00,,,,,,,,,,
47171582.0,PHARMACY,$10.00,,,,,,,,,,
47173190.0,PHARMACY,$10.00,,,,,,,,,,
47162060.0,PHARMACY,$10.00,,,,,,,,,,
47167721.0,PHARMACY,$58.00,,,,,,,,,,
47152590.0,PHARMACY,$10.00,,,,,,,,,,
47175641.0,PHARMACY,$48.00,,,,,,,,,,
47189303.0,PHARMACY,$31.00,,,,,,,,,,
47190863.0,PHARMACY,$113.05,,,,,,,,,,
47169032.0,PHARMACY,$24.00,,,,,,,,,,
47161914.0,PHARMACY,$45.00,,,,,,,,,,
47180021.0,PHARMACY,$105.00,,,,,,,,,,
47162177.0,PHARMACY,$72.00,,,,,,,,,,
47161922.0,PHARMACY,$45.00,,,,,,,,,,
47170097.0,PHARMACY,$10.00,,,,,,,,,,
47158290.0,PHARMACY,$90.00,,,,,,,,,,
47181920.0,PHARMACY,$32.00,,,,,,,,,,
47162748.0,PHARMACY,$123.00,,,,,,,,,,
47162359.0,PHARMACY,$160.00,,,,,,,,,,
47171996.0,PHARMACY,$10.00,,,,,,,,,,
47153234.0,PHARMACY,$10.00,,,,,,,,,,
47187661.0,PHARMACY,$76.00,,,,,,,,,,
47185400.0,PHARMACY,$13.00,,,,,,,,,,
47185327.0,PHARMACY,$68.00,,,,,,,,,,
47165550.0,PHARMACY,$29.00,,,,,,,,,,
47169305.0,PHARMACY,$41.00,,,,,,,,,,
47175575.0,PHARMACY,$114.00,,,,,,,,,,
47183868.0,PHARMACY,$8.00,,,,,,,,,,
47160197.0,PHARMACY,$20.00,,,,,,,,,,
47182563.0,PHARMACY,$29.00,,,,,,,,,,
47191358.0,PHARMACY,$148.05,,,,,,,,,,
47173190.0,PHARMACY,$10.00,,,,,,,,,,
47167739.0,PHARMACY,$115.00,,,,,,,,,,
47189477.0,PHARMACY,$13.00,,,,,,,,,,
47169081.0,PHARMACY,$45.00,,,,,,,,,,
47191481.0,PHARMACY,$60.20,,,,,,,,,,
47160528.0,PHARMACY,$10.00,,,,,,,,,,
47150610.0,PHARMACY,$17.00,,,,,,,,,,
47182365.0,PHARMACY,$55.00,,,,,,,,,,
47183876.0,PHARMACY,$7.00,,,,,,,,,,
47188545.0,PHARMACY,$39.00,,,,,,,,,,
47180872.0,PHARMACY,$13.00,,,,,,,,,,
47164231.0,PHARMACY,$164.00,,,,,,,,,,
47167440.0,PHARMACY,$432.00,,,,,,,,,,
47165246.0,PHARMACY,$45.00,,,,,,,,,,
47181821.0,PHARMACY,$23.00,,,,,,,,,,
47152111.0,PHARMACY,$25.00,,,,,,,,,,
47190566.0,PHARMACY,$84.00,,,,,,,,,,
47175328.0,PHARMACY,$225.00,,,,,,,,,,
47187125.0,PHARMACY,$185.00,,,,,,,,,,
47179437.0,PHARMACY,$21.00,,,,,,,,,,
47188917.0,PHARMACY,$25.00,,,,,,,,,,
47171103.0,PHARMACY,$10.00,,,,,,,,,,
47157789.0,PHARMACY,$40.00,,,,,,,,,,
47152434.0,PHARMACY,$41.00,,,,,,,,,,
47187398.0,PHARMACY,$14.00,,,,,,,,,,
47152905.0,PHARMACY,$41.00,,,,,,,,,,
47188487.0,PHARMACY,$59.00,,,,,,,,,,
47152608.0,PHARMACY,$10.00,,,,,,,,,,
47161468.0,PHARMACY,$24.00,,,,,,,,,,
47191184.0,PHARMACY,$29.40,,,,,,,,,,
47175468.0,PHARMACY,$45.00,,,,,,,,,,
47189485.0,PHARMACY,$13.00,,,,,,,,,,
47187877.0,PHARMACY,$125.00,,,,,,,,,,
47175005.0,PHARMACY,$74.00,,,,,,,,,,
47174933.0,PHARMACY,$10.00,,,,,,,,,,
47161831.0,PHARMACY,$212.00,,,,,,,,,,
47167903.0,PHARMACY,$10.00,,,,,,,,,,
47188586.0,PHARMACY,$13.00,,,,,,,,,,
47188479.0,PHARMACY,$109.00,,,,,,,,,,
47187448.0,PHARMACY,$11.00,,,,,,,,,,
47171988.0,PHARMACY,$10.00,,,,,,,,,,
57138190.0,PHARMACY,$152.00,,,,,,,,,,
47178405.0,PHARMACY,$37.00,,,,,,,,,,
47186374.0,PHARMACY,$51.00,,,,,,,,,,
47191176.0,PHARMACY,$11.00,,,,,,,,,,
47174453.0,PHARMACY,$176.00,,,,,,,,,,
47187257.0,PHARMACY,$66.00,,,,,,,,,,
47188586.0,PHARMACY,$13.00,,,,,,,,,,
47154752.0,PHARMACY,$10.00,,,,,,,,,,
47151238.0,PHARMACY,$35.00,,,,,,,,,,
47175922.0,PHARMACY,$277.00,,,,,,,,,,
47166830.0,PHARMACY,$30.00,,,,,,,,,,
47164264.0,PHARMACY,$16.00,,,,,,,,,,
47157557.0,PHARMACY,$10.00,,,,,,,,,,
47159553.0,PHARMACY,$16.00,,,,,,,,,,
47169081.0,PHARMACY,$45.00,,,,,,,,,,
47174479.0,PHARMACY,$17.00,,,,,,,,,,
47187299.0,PHARMACY,$11.00,,,,,,,,,,
47183330.0,PHARMACY,$52.00,,,,,,,,,,
47183876.0,PHARMACY,$7.00,,,,,,,,,,
47190772.0,PHARMACY,$243.00,,,,,,,,,,
47188529.0,PHARMACY,$592.00,,,,,,,,,,
47167218.0,PHARMACY,$24.00,,,,,,,,,,
47163472.0,PHARMACY,$17.00,,,,,,,,,,
